text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Sequitur Multiplicatio,"[Recipe], hujus tuae medicinae partam unam, aquae nostrae partes x. impone phiolae
        sigillatae, und solutum transeat per colores ut supra usque dum sit fixissimum und
        rubicundissimum. Haec multiplicatio potest repeti, quam diu placuerit, und semper lapis in
        virtute augmentatur. es ist einerley Composition, einerley Process und Arbeit einmahl wie das
        ander nur daß es an der Zeit allemahl kürzer wird und viel ehender absolvirt wird wie öffter
        ihr ihn mit seinem eygenen Wasser begiesset solvirt und coagulirt und wanns also weit gebracht
        so ists hernach ein Kurtzweil und Kinderspiel: semper tamen tibi reserva partem tincturae pro
        multiplicatione, und sic poteris in infinitum operari, und non opus habebis opus ab initio
        repetere. In prima multiplicatione (post NB. factam debitam fermentationem,) prima una pars
        tingit x, in 2da, 100, in 3tia, 1000, in 4ta, x.mille, und sic consequenter in infinitum. Nur
        jedesmahl unam partem tincturae cum x. partibus menstrui solvirt und coagulirt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; in Phiole überführen; Phiole verschließen; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; jede erneute Multiplikation ist schneller als die vorige; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur;,N/A,N/A
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,Conclusio,"Also habt ihr den gantzen Process der wahrhafften Universal-Tinctur,
        ohne einigen defect, vom anfang biß zu dem ende deutlich und teulich geoffenbahret. Utamini
        illo ad Dei gloriam, ad misericordiam proximo faciendam, ad propriam conservationem, und in
        secreto cordis und oris conserva magnum Dei und naturae hocce mysterium: cui sit laus, honor,
        benedicto und imperium in aeterna secula. Amen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea","A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",121 [...],David Beuther;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea","Praeparatio Salis Terrae, seu Salpetri nostri Philosoph e Terra Virginea","Im Monath May wenn der Himmel klahr helle und rein auch das Gewitter
        fein stille ohne Wind und Regen auch die Lufft voll liebliches Geruchs daß gleichsam die Lufft
        wenn man darein siehet von lieblichen Dämpffen dünstet und rauchet so soll man des Morgens
        frühe bey der Sonnen Auffgang auff eine schöne Wiese gehen wo recht gute schwartze fette Erde
        viel besser aber rothe gelbe oder bolarische so von Natur schöne Kräuter und Blumen zu tragen
        pfleget in specie Klee die rothe und gelbe Erde in den Weinbergen ist auch sehr köstlich auch
        in den Leimen-Gruben wenn sie nur nicht Sandig ist. Grabe etliche Centner schütte sie von
        einander damit das Gestirne wohl darinne würcken möge; Diese soll man also 14 Tag und Nächte
        liegen lassen sollte aber Regen einfallen muß man sie mit Stroh wohl bedecken bis das Wetter
        wohl wieder klahr. Nach verflossenen 14 Tagen thue die Erde in Fässer und bedecke sie wohl.
        Nach diesen soll man etliche Fässer wie die Seiffensieder haben machen lassen und die Erde mit
        kaltem Wasser auslaugen (ich halte warm sey besser ) laß es 24 Stunden also 122 stehen hernach zapffet es ab und lasset es alles einsieden bis zum 4ten Theil lasset es etlich
        Tage stehen und anschiessen ist wie Salpeter brennet aber so nicht. Diese solvire und filtrire
        und coagulire cum Aqua Pluviali so offte bis es schön rein wird. Das heisset hernach Sal
        Terrae vel Salpeter Philosophorum vel Sal naturae virgineum, welches im Meere der Welt
        schwebet manus non made faciens. Dieses ist nun das hohe Secretum Philosophorum, darinne der Spiritus mundi universalis
        häuffig verborgen ist. Dieses heisset ein Weiber-Werck weil diese gleichsam mit Laugen machen
        Waschen und Kochen umgehen. Sal hoc naturae, so zwar ein eintziges Ding zu seyn scheinet so
        hat es doch 3 unterschiedliche Salia in sich denn vor sich selber ist es erstlich ein Sal
        universale Salpetri naturae et Terrae, darinnen der Spiritus mundi häuffig wohnet nicht
        flüchtig und nicht gar fix, sondern hat eine Mittel Natur an sich vors andere hat es ein
        Salarmoniacum vel Volatile an sich drittens steckt in ihm ein Alcali und sal fixum, ist also
        dreyeinig und wird auff nachfolgende Weise offenbahr.",N/A,N/A,Mai; klarer Himmel; kein Wind; kein Regen; früh morgens; bei Sonnenaufgang;,schöne Wiese; Wiese mit Blumen; Wiese mit Kräutern; Wiese mit Klee; Weinberge; Lehmgrube;,fette schwarze Erde; rote Erde; gelbe Erde; lehmig; bolarisch;,etliche Zentner;,N/A,N/A,Erde ausbreiten; 14 Tage; Einwirkung von Gestirn und Himmel; bei Regen abdecken;,Fass; wie Seifensieder; kaltes Wasser; 24 Stunden stehen lassen;,Sieden; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt;,"Sal Terrae; Wasser, dass die Hände nicht netzt; Salpeter Philosophorum; Sal naturae virgineum; Secretum Philosophorum;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea","Praeparatio Spiritus universalis
            et Salis volat. Salmoniaci e Sale Terrae","[Recipe]. Salis superius praeparati 1 Pfund adde 3 Pf. der eignen Erde woraus das Saltz
        gemacht ist die 123 Erde aber muß im Töpffer-Ofen erst wieder ausgeglüet werden machet mit
        etwas Regen-Wasser Kugeln daraus wie da die Kinder mit spielen (weilen die gerne in der Erde
        scharren wird sie als ein Kinder-Spiel damit compariret ) laßt sie trocknen und destillirt sie
        in einer wohl-beschlagenen Retorte per gradus ignis, igne aperto herüber in eine große Vorlage
        worin etwas reine Wasser vorgeschlagen treibt es zuletzt mit starckem Feuer so sublimirt sich
        theils das flüchtige Saltz in die Vorlage theils auch in den Halß der Retorten, laßt es denn
        gemach erkalten den Spiritum und flüchtige Saltz waschet beydes zusammen in die Vorlage und
        hebet es wohl verbunden fleissig auff. Nehmet denn wieder 1 Pfund Salis, procede ut prius,
        et hoc 4, 5 oder 6 mahl repete, hebet denn den Spiritum und Sal volatile ohne allen Abgang
        fleissig auff diesen Spiritum und Sal volatile hebet zusammen auff in einem grossen gläsernen
        Kolben und separiret im Baln. Mariae die Phlegma davon denn destilliret durch den Sand aus dem
        Kolben auch den Spiritum 6 mahl nach einander allemahl wohl verwahret. NB. Dem Saltze aber so
        im Grunde bleibet gebet starck Feuer so erhebet sich dasselbe in die Höhe und solches
        Sublimiren per se wiederhohlet auch 5 bis 6 mahl daß es werde wie ein Schnee und keine Faeces
        mehr liegen lasse denn wohl verwahret.  Nun nehmet alle Capita mortua, und
        calciniret sie noch 1 mahl im Töpffer-Ofen und ziehet mit destillirten Regen-Wasser das Sal
        fixum daraus 124 reiniget solches auff das höheste und beste bis es schön weiß helle und klahr
        wird wie ein Crystall und keine Faeces mehr hinter sich lässt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; mit etwas Regenwasser; Kugeln herstellen; Mischung in Retorte geben; in Vorlage Wasser; per Gradus destillieren;  Spiritus geht über; Sal volatile geht über; Spiritus und Sal volatile vermischen;,Spiritus und Sal volatile in Retorte; Retorte = Glaskolben; 1. Retorte in Wasserbad; im Wasserbad Phlegma abtrennen; 2. Retorte in Sandbad; 2.1. Spiritus abdestillieren; 2.2. Sal Volatile übersublimieren; 3.1. wiederholtes Übersublimieren des Sal Volatile; 3.2. wiederholtes Rektifizieren des Spiritus;,N/A,bereits verwendete Kugeln calcinieren; Extraktion mit Wasser; destilliertes Regenwasser; Extrakt reinigen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Compositio trium principiorum,"Nun habet ihr Leib Seel und Geist von einander
        geschieden wie es durch die Vor-Arbeit im Feuer zu bringen und also von den Heterogeniis und
        Fluch der Erden befreyet; Nun wollen wir solche zusammen setzen.   [Recipe] Sal. volatilis et fixi, so viel ihr dessen zusammen bekommen reibet es in einem
        gläsernen Mörsel zu einem subtilen Pulver thut es in ein hoch und weit Kolben-Glaß und giesset
        eintzeln euern gereinigten Spiritum e Sale nostro alle mit einander drüber setzet es wohl
        verbunden in eine gelinde Digestion auff warme Asche 8 Tag und Nächte so werden sich solche
        drey gereinigte Principia gar lieblich wieder mit einander vereinigen und alle dreye zu einem
        Wasser werden; Solten sich noch etliche Faeces setzen so separire sie und freue dich in dem
        HErrn denn du hast den rechten Haubt-Schlüssel der Philosophorum in den Händen mit welchem
        alle verschlossene Metalla, Mineralia und Lapides auffzuschließen und in ihre Quint. Essent.
        zu bringen; Denn dieses ist das wahrhaffte Menstruum universale, das rechte Wasser des Lebens
        mit dem sich alle Metallen gerne vereinigen; insonderheit aber das [CZ: Gold] so sich darinne
        verjüngert 125 das Wasser so alle todte Metallen lebendig macht die Fontina, worinne sich alle
        Metallen gerne baden und wieder lebendig werden; Es ist das Bad ihrer Wiedergebuhrt ihre
        rechte prima materia und allereinige liebe Mutter von der sie anfänglich alle herkommen und in
        derer Leib sie wieder mit Freuden eingehen und also zum neuen und bessern Leben wieder
        gebohren werden. Es ist das grosse gesalzene Meer der Welt die Aqua pontica, welches aus der
        Erde die eine allgemeine Brücke ist da jedermann überhin gehet gemacht ist; Und damit es mit
        einem Worte sage es ist Basilii Alles in allem denn in ihm stecket alles und kommt aus ihm
        alles her; Es ist das verum esse aller Dinge; Es ist unsere Philosophische Jungfern-Milch [x].",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nein;,N/A,"Sal Volatile im Mörser fein reiben; Sal Fixum im Mörser fein reiben; Sal Volatile, Sal Fixum und Spiritus zusammengeben; Mischung digerieren; Digestion im Aschebad; Digestion 8 Tage;",Menstruum Universale; das rechte Wasser des Lebens; die rechte Fontina; das Bad der Wiedergeburt; unsere Philosophische Jungfern-Milch;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea","Die Nach-Arbeit und Zusammensetzung des Ferments oder Goldes mit unserem Philosophischen
            Wasser","[Recipe] [CZ: Gold] opt. so 7 oder 8 mahl per Antimon. fusum, feilet es je kleiner je
        besser 1 Theil Aqua Mercurial. 10 Theile thut es zusammen in einen Scheide-Kolben vermachet es
        feste und setzet es Tag und Nacht auff warme Aschen so wird sich das [CZ: Gold] gantz lieblich
        aufflösen; Die Erde so sich in Fundo setzet scheidet davon; das Klahre giesset in eine feste
        Phiole, schmeltzet sie zu und setzet sie in den Athanor, und gebet ihm erstlich Ignis vaporis,
        bis zu seiner Schwärtze  126 quae spatio 40 dierum fit, alsdenn in die Asche und gebet etwas stärcker Feuer daß das
        Glas so warm wie die Sonne des Mittags im Sommer auff den Schieffern eines Daches scheinet so
        werden sich in folgenden 50 Tagen allerley schöne Farben sehen lassen; Hernach setzet es in
        Sand so tieff daß es eines Thalers dicke breit bloß stehe so werdet ihr abermahl in 50 Tagen
        den hellen Schein oder die Dianam sehen; Lasset deßwegen nicht ab sondern continuiret euren
        Gradum ignis, so wird die Materia in 30 Tagen alle gelb werden alsdenn vergrabet das Glaß
        gantz herunter in den Sand und gebet ihm starck Feuer so wird es in 40 Tagen Blutroht werden
        und in der Mitten wie ein hell-leuchtender Rubin so die Natur davon geschieden. Hier siehet
        man daß es nicht lauter Tinctur wird sondern es scheidet die Natur die Heterogenea davon
        dieselbe thut man weg dann sie sind nichts nütze (können doch zu etlichen Scheidungen in
        feinem [CZ: Silber] gebraucht werden.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; klein gefeiltes Gold; hochreines Gold; durch Antimon gegossen; 7-8 mal durch Antimon gegossen; Verhältnis Gold : Menstruum Universale 1 : 10; Gold und Menstruum Universale in Kolben; Kolben in Aschebad; 24 Stunden im Aschebad; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zuschmelzen;,N/A,Erzeugung des Rubinkorns:: gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 40 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn;,roter Mercurius Coagulatus;,N/A,N/A,N/A,N/A,N/A
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Die Zusammensetzung des Lapidis mit seinem eigenen Liquore.,"Ex Hermete detecto.
        Das Sal Terrae ist recht Magnetisch daß es den Spiritum Aeris nach sich ziehet und ist nach
        dessen Bereitung unser Wasser oder Neptunus, in welchem das [CZ: Gold] zergehet wie Eiß in
        warmen Wasser denn es ist der rechte Schlüssel das [CZ: Gold] auffzuschliessen und seine Seele
        heraus zu nehmen die ein lauter Sal ignis der Natur ist ein gestirn- 127 ter Geist der Drache
        der seinem eigenen Schwantz frisset der unverbrennliche Sulphur, und mercke wenn man in diesem
        Spiritu mundi [CZ: Quecksilber] thut so faulet er mit der Zeit darinnen und hat hernach einen
        Eingang ins [CZ: Gold] denn das [CZ: Gold] selbsten ist auch Spiritus mundi, und rohter [CZ:
        Quecksilber] coagulatus. NB. Es wird ein Bad zugerichtet von unserem Sale Aquae oder Spiritu
        mundi in einem auff 9 Grad erhöheten [CZ: Quecksilber] wie Philalete solches mit 9 Adlern
        andeutet darinnen alle Metallen auff den höhesten Grad gereiniget werden daß es scheinet wie
        die edelsten Perlen. Felix qui potest conficere. [Recipe] Materiam nostr. in hoc aere
        Mercurius Philosoph. et vera Minera Mercurii et Vitrioli et convertitur paucis horis
        in Queck-Metall thue sie in ein Gefäß verbunden putrificire an gelinder Wärme so setzet sich
        unten eine weisse Erde so besser als Edelgesteine. NB. Kan per Balneum Mariae cohobando auch
        in etlichen Tagen in ein Queck-Metall gebracht werden und pflegt sich im Kolben oben
        anzulegen. Materia nostra ist alles in einem Lufft Wasser und Erde zugleich.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a7,A7 Labor et praxis Michaelis Sendivogi Poloni,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a7,A7 Labor et praxis Michaelis Sendivogi Poloni,A7 Labor et praxis Michaelis Sendivogi Poloni,"[Recipe] Sandivogi von Maerdet?
        adler 1",Sendivogius; Johann Podowsky; Großschedel;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a7,A7 Labor et praxis Michaelis Sendivogi Poloni,"Labor et praxis Michaelis Sandivogi Poloni quem eius Laborator Johannes podowski,","Hier ist
        zu wissen, das die Erde aller Sache Samen, wie auch derselben würkung, undt tugendt in sich
        schleust, undt begreift, dann sie ist das subjectum, aller himlischen Stralen, undt
        einflüssen, sie wiert auch von dem Himmel, undt den Elementen geschwengert, undt ist das
        centrum fundament, undt mutter aller ding darauß alles gebohren wiert, dann so sie nach
        gebürlicher reinigung, subtiliert undt undter den freyen Himmel gesezt, sie alß baldtge,
        schwengert undt facumdiert wiert, von den himlischen tugendten undt würkungen, da sie bey sich
        selbst allerlei Kräuter, würm lebendiger tierlein undt metallische fünklein herfür bringt,
        dann in ihr ist, das geheimniß, diße soll man mit [CZ: Feuer] undt [CZ: Wasser] von ihrer
        unsauberkheit reinigen, ihre drei gereinigte principia wieder zusamb setzen, darmit
        philosophischer weiß, alßvolgen wiert procedire, in obgedachter Erde sein drei unterschiedt=
        liche, salia, verborgen primo [CZ: Salpeter] philosophorum so von der Luft durch die [CZ:
        Sonne] und [CZ: Mond] Stralen, undt andere sternen empfangen dann ie mer undt hitziger der
        [CZ: Sonne] undt stern Stralen schiessen, ie mehr Centralischer [CZ: Salpeter] gebohren wiert,
        fürs andere ist der himlische unsichtbare geist der Natur, Nemblich der spiritus mundi in
        einen flüssigen [CZ: Salz] in dißer jungfräullichen Erde verborgen, undt letztlich ist ein
        fixes saltz, als ein receptaculum oder behaltnuß, der vorigen beeden, von gott einpflanzt, daß
        also dise 3 saltz in der Erden ver= borgen, ligen, wie sie herauß zu bringen, folget hernach,        Praxis [Recipe] der rechten Erden so von [CZ: Sonne] undt [CZ: Mond]
        undt sternen genugsam impregniert undt theile sie in 2 gleiche theil, undt diß geschieht darum
        darmit man der Natur ihr gewicht geben kan, dann auß einem theil wiert der philosophische [CZ:
        Salpeter] auß den zween theil das flüchtige [CZ: Salz] gezogen, durch dißen weeg kan man nit leichtlich irren,
        welches sonsten so man auß einem theil allein dise 3 [CZ: Salz]lia ziehen wolt, Leichtlich
        geschehen könte, NB in böhmen bei Cometau ½ Meil davon, bricht ein Bolus in einem Dorf, der
        ist vom gestürn statlich impreg= nirt undt ist nicht tief zu graben, 1 de spiritu [CZ:
        Salpeter] philosophies erstlich von [CZ: Salpeter] die erste Arbeit wiert nit anders den durch
        Sieden filtrieren, Eva= porieren undt Candiern als die [CZ: Salpeter] Sieder gebrauchen
        volbracht muß aber aufs höchste gereinigt werden, alß das der Salpeter aufs höchst
        durchge[...]zet erscheine, undt wie ein Crystall [...] wann das geschehen, so nimb sein
        hindterstellige Erden, lasse die= selbe 3 oder 4 mal wol durch glüen, darmit nichts flüchti=
        ges mer in ihr sey, undt nimb zu einem teil [CZ: Salpeter] 3 teil der Erden wol undter
        einander gemengt, thue solche in eine wol ver= lutierte retorte, jedoch soll man auf Ein mal
        über 6 Pfund nicht einsetzen, nemblich 1 ½ Pfund Salpeter undt 4 ½ der erden, solches soll man
        wie andere spiritui nitri destillirn in dem recipien= ten, soll man 2 Pfund regenwasser
        fürschlagen darmit sich die spiritus so ganz roth herüber gehen, desto eher einschlagen alles
        wol verlutiert, die destillirte spiritus all zusam= genomen, undt in Kolben , in B. das regen
        [CZ: Wasser] wider davon gezogen, der spiritus lest sich nit leichtlich in B. ufdreiben diesen
        spiritus setze in einen sandt destillirs langsam nach den graden biß der spiritus herüber ist,
        so ist wol rectificiert doch des alles wol verlutiert seie, dann die spiritus subtiel undt
        leichtlich verriechen können, das glaß soll nur halb voll sein darmit die spiritus circuliern
        mögen, sondern zerschlegt es, undt soll an einem kalten ort behalten werden.",N/A,die Erde ist aller Sachen Samen;,N/A,N/A,"Erde durch Sonne, Mond und Sterne imprägniert;",N/A,Erde in 2 Teile teilen;,Chomutov;,N/A,wie Salpetersieder;,Sieden; Salz wird gereinigt;,Salpeter;,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern;,N/A,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
